AssetID;AssetPortalLink;AssetName;Description;ReadyDate;Theme;Sku;Campaign;Audience;SubAudience;Market;ToProductionStatus_ID;ToAssetType_ID;ToContentManager_ID
AID14495;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14495;AssetName 14495;AssetDescription 14495;2020-06-16;Duplo;60710;Next;Kids;Boys;Global;Confidential;202;113
AID14496;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14496;AssetName 14496;AssetDescription 14496;2020-06-17;Duplo;60710;Next;Kids;Boys;Global;Confidential;202;113
AID14497;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14497;AssetName 14497;AssetDescription 14497;2020-06-18;Single;60710;Next;Kids;Girls;Global;Confidential;202;113
AID14498;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14498;AssetName 14498;AssetDescription 14498;2020-06-19;Duplo;60710;Next;Kids;Boys;Global;Confidential;202;113
AID14499;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14499;AssetName 14499;AssetDescription 14499;2020-06-20;Single;60710;Next;Kids;Girls;Global;Done;202;113
AID14500;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14500;AssetName 14500;AssetDescription 14500;2020-06-21;Duplo;60710;Campaign;Kids;Boys;Global;Done;202;114
AID14501;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14501;AssetName 14501;AssetDescription 14501;2020-06-22;Single;60710;Latest Campaign;Kids;Girls;Global;Done;202;114
AID14502;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14502;AssetName 14502;AssetDescription 14502;2020-06-23;Duplo;60710;Latest Campaign;Kids;Boys;Global;Done;202;114
AID14503;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14503;AssetName 14503;AssetDescription 14503;2020-06-24;Duplo;60710;Latest Campaign;Kids;Boys;Global;Done;202;114
AID14504;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14504;AssetName 14504;AssetDescription 14504;2020-06-25;Single;60710;Latest Campaign;Kids;Girls;Global;Done;202;114
AID14505;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14505;AssetName 14505;AssetDescription 14505;2020-06-26;Duplo;60710;Latest Campaign;Kids;Boys;Global;Done;202;114
AID14506;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14506;AssetName 14506;AssetDescription 14506;2020-06-27;Single;60710;Latest Campaign;Kids;Girls;Global;Done;202;114
AID14507;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14507;AssetName 14507;AssetDescription 14507;2020-06-28;Duplo;60710;Latest Campaign;Kids;Boys;Global;Done;202;114
AID14508;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14508;AssetName 14508;AssetDescription 14508;2020-06-29;Single;60710;Previous Campaing;Kids;Girls;Global;Done;202;114
AID14509;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14509;AssetName 14509;AssetDescription 14509;2020-06-30;Duplo;60710;Previous Campaing;Kids;Boys;Global;Done;202;114
AID14510;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14510;AssetName 14510;AssetDescription 14510;2020-07-01;Duplo;60710;Previous Campaing;Kids;Boys;Global;Done;202;114
AID14511;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14511;AssetName 14511;AssetDescription 14511;2020-07-02;Single;60710;Previous Campaing;Kids;Girls;Global;Done;202;114
AID14512;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14512;AssetName 14512;AssetDescription 14512;2020-07-03;Duplo;60710;Previous Campaing;Kids;Boys;Global;Done;202;114
AID14513;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14513;AssetName 14513;AssetDescription 14513;2020-07-04;Single;60710;Previous Campaing;Kids;Girls;Global;Done;202;114
AID14514;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14514;AssetName 14514;AssetDescription 14514;2020-07-05;Duplo;60710;Previous Campaing;Kids;Boys;Global;Done;202;114
AID14515;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14515;AssetName 14515;AssetDescription 14515;2020-07-06;Single;60710;Previous Campaing;Kids;Girls;Global;Done;202;114
AID14516;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14516;AssetName 14516;AssetDescription 14516;2020-07-07;Duplo;60710;Previous Campaing;Kids;Boys;Global;Done;202;114
AID14517;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14517;AssetName 14517;AssetDescription 14517;2020-07-08;Duplo;60710;Next;Kids;Boys;Global;Done;202;114
AID14518;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14518;AssetName 14518;AssetDescription 14518;2020-07-09;Single;60710;Next;Kids;Girls;Global;Ongoing;202;114
AID14519;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14519;AssetName 14519;AssetDescription 14519;2020-07-10;Duplo;60710;Next;Kids;Boys;Global;Ongoing;202;114
AID14520;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14520;AssetName 14520;AssetDescription 14520;2020-07-11;Single;60710;Next;Kids;Girls;Global;Ongoing;202;114
AID14521;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14521;AssetName 14521;AssetDescription 14521;2020-07-12;Duplo;60710;Next;Kids;Boys;Global;Ongoing;202;114
AID14522;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14522;AssetName 14522;AssetDescription 14522;2020-07-13;Single;60710;Next;Kids;Girls;Global;Ongoing;202;114
AID14523;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14523;AssetName 14523;AssetDescription 14523;2020-07-14;Duplo;60710;Next;Kids;Boys;Global;Ongoing;202;114
AID14524;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14524;AssetName 14524;AssetDescription 14524;2020-07-15;Duplo;60710;Next;Kids;Boys;Global;Ongoing;202;114
AID14525;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14525;AssetName 14525;AssetDescription 14525;2020-07-16;Single;60710;Campaign;Kids;Girls;Global;Ongoing;202;114
AID14526;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14526;AssetName 14526;AssetDescription 14526;2020-07-17;Duplo;60710;Latest Campaign;Kids;Boys;Global;Ongoing;202;114
AID14527;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14527;AssetName 14527;AssetDescription 14527;2020-07-18;Single;60710;Latest Campaign;Kids;Girls;Global;Ongoing;202;114
AID14528;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14528;AssetName 14528;AssetDescription 14528;2020-07-19;Duplo;60710;Latest Campaign;Kids;Boys;Global;Ongoing;202;114
AID14529;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14529;AssetName 14529;AssetDescription 14529;2020-07-20;Single;60710;Latest Campaign;Kids;Girls;Global;Ongoing;202;114
AID14530;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14530;AssetName 14530;AssetDescription 14530;2020-07-21;Duplo;60710;Latest Campaign;Kids;Boys;Global;Ongoing;202;114
AID14531;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14531;AssetName 14531;AssetDescription 14531;2020-07-22;Duplo;60710;Latest Campaign;Kids;Boys;Global;Ongoing;202;114
AID14532;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14532;AssetName 14532;AssetDescription 14532;2020-07-23;Single;60710;Latest Campaign;Kids;Girls;Global;Ongoing;202;114
AID14533;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14533;AssetName 14533;AssetDescription 14533;2020-07-24;Duplo;60710;Previous Campaing;Kids;Boys;Global;Ongoing;202;114
AID14534;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14534;AssetName 14534;AssetDescription 14534;2020-07-25;Single;60710;Previous Campaing;Kids;Girls;Global;Ongoing;202;114
AID14535;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14535;AssetName 14535;AssetDescription 14535;2020-07-26;Duplo;60710;Previous Campaing;Kids;Boys;Global;Ongoing;202;114
AID14536;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14536;AssetName 14536;AssetDescription 14536;2020-07-27;Single;60710;Previous Campaing;Kids;Girls;Global;Ongoing;202;114
AID14537;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14537;AssetName 14537;AssetDescription 14537;2020-07-28;Duplo;60710;Previous Campaing;Kids;Boys;Global;Ongoing;202;114
AID14538;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14538;AssetName 14538;AssetDescription 14538;2020-07-29;Duplo;60710;Previous Campaing;Kids;Boys;Global;Confidential;202;114
AID14539;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14539;AssetName 14539;AssetDescription 14539;2020-07-30;Single;60710;Previous Campaing;Kids;Girls;Global;Confidential;202;114
AID14540;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14540;AssetName 14540;AssetDescription 14540;2020-07-31;Duplo;60710;Previous Campaing;Kids;Boys;Global;Confidential;202;114
AID14541;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14541;AssetName 14541;AssetDescription 14541;2020-08-01;Single;60710;Previous Campaing;Kids;Girls;Global;Confidential;202;114
AID14542;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14542;AssetName 14542;AssetDescription 14542;2020-08-02;Duplo;60710;Next;Kids;Boys;Global;Confidential;202;114
AID14543;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14543;AssetName 14543;AssetDescription 14543;2020-08-03;Single;60710;Next;Kids;Girls;Global;Confidential;202;114
AID14544;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14544;AssetName 14544;AssetDescription 14544;2020-08-04;Duplo;60710;Next;Kids;Boys;Global;Confidential;202;114
AID14545;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14545;AssetName 14545;AssetDescription 14545;2020-08-05;Duplo;60710;Next;Kids;Boys;Global;Confidential;203;114
AID14546;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14546;AssetName 14546;AssetDescription 14546;2020-08-06;Single;60710;Next;Kids;Girls;Global;Confidential;203;114
AID14547;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14547;AssetName 14547;AssetDescription 14547;2020-08-07;Duplo;60710;Next;Kids;Boys;Global;Confidential;203;114
AID14548;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14548;AssetName 14548;AssetDescription 14548;2020-08-08;Single;60710;Next;Kids;Girls;Global;Confidential;203;114
AID14549;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14549;AssetName 14549;AssetDescription 14549;2020-08-09;Duplo;60710;Next;Kids;Boys;Global;Confidential;203;114
AID14550;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14550;AssetName 14550;AssetDescription 14550;2020-08-10;Single;60710;Campaign;Kids;Girls;Global;Confidential;203;114
AID14551;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14551;AssetName 14551;AssetDescription 14551;2020-08-11;Duplo;60710;Latest Campaign;Kids;Boys;Global;Confidential;203;114
AID14552;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14552;AssetName 14552;AssetDescription 14552;2020-08-12;Duplo;60710;Latest Campaign;Kids;Boys;Global;Confidential;203;114
AID14553;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14553;AssetName 14553;AssetDescription 14553;2020-08-13;Single;60710;Latest Campaign;Kids;Girls;Global;Confidential;203;114
AID14554;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14554;AssetName 14554;AssetDescription 14554;2020-08-14;Duplo;60710;Latest Campaign;Kids;Boys;Global;Confidential;203;114
AID14555;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14555;AssetName 14555;AssetDescription 14555;2020-08-15;Single;60710;Latest Campaign;Kids;Girls;Global;Confidential;203;114
AID14556;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14556;AssetName 14556;AssetDescription 14556;2020-08-16;Duplo;60710;Latest Campaign;Kids;Boys;Global;Confidential;203;114
AID14557;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14557;AssetName 14557;AssetDescription 14557;2020-08-17;Single;60710;Latest Campaign;Kids;Girls;Global;Confidential;203;114
AID14558;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14558;AssetName 14558;AssetDescription 14558;2020-08-18;Duplo;60710;Previous Campaing;Kids;Boys;Global;Done;203;114
AID14559;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14559;AssetName 14559;AssetDescription 14559;2020-08-19;Duplo;60710;Previous Campaing;Kids;Boys;Global;Done;203;114
AID14560;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14560;AssetName 14560;AssetDescription 14560;2020-08-20;Single;60710;Previous Campaing;Kids;Girls;Global;Done;203;114
AID14561;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14561;AssetName 14561;AssetDescription 14561;2020-08-21;Duplo;60710;Previous Campaing;Kids;Boys;Global;Done;203;114
AID14562;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14562;AssetName 14562;AssetDescription 14562;2020-08-22;Single;60710;Previous Campaing;Kids;Girls;Global;Done;203;114
AID14563;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14563;AssetName 14563;AssetDescription 14563;2020-08-23;Duplo;60710;Previous Campaing;Kids;Boys;Global;Done;203;114
AID14564;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14564;AssetName 14564;AssetDescription 14564;2020-08-24;Single;60710;Previous Campaing;Kids;Girls;Global;Done;203;114
AID14565;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14565;AssetName 14565;AssetDescription 14565;2020-08-25;Duplo;60710;Previous Campaing;Kids;Boys;Global;Done;203;114
AID14566;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14566;AssetName 14566;AssetDescription 14566;2020-08-26;Duplo;60710;Previous Campaing;Kids;Boys;Global;Done;203;114
AID14567;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14567;AssetName 14567;AssetDescription 14567;2020-08-27;Single;60710;Next;Kids;Girls;Global;Done;203;114
AID14568;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14568;AssetName 14568;AssetDescription 14568;2020-08-28;Duplo;60710;Next;Kids;Boys;Global;Done;203;114
AID14569;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14569;AssetName 14569;AssetDescription 14569;2020-08-29;Single;60710;Next;Kids;Girls;Global;Done;203;114
AID14570;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14570;AssetName 14570;AssetDescription 14570;2020-08-30;Duplo;60710;Next;Kids;Boys;Global;Done;203;114
AID14571;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14571;AssetName 14571;AssetDescription 14571;2020-08-31;Single;60710;Next;Kids;Girls;Global;Done;203;114
AID14572;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14572;AssetName 14572;AssetDescription 14572;2020-09-01;Duplo;60710;Next;Kids;Boys;Global;Done;203;114
AID14573;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14573;AssetName 14573;AssetDescription 14573;2020-09-02;Duplo;60710;Next;Kids;Boys;Global;Done;203;114
AID14574;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14574;AssetName 14574;AssetDescription 14574;2020-09-03;Single;60710;Next;Kids;Girls;Global;Done;203;114
AID14575;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14575;AssetName 14575;AssetDescription 14575;2020-09-04;Duplo;60710;Campaign;Kids;Boys;Global;Done;203;114
AID14576;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14576;AssetName 14576;AssetDescription 14576;2020-09-05;Single;60710;Latest Campaign;Kids;Girls;Global;Done;203;114
AID14577;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14577;AssetName 14577;AssetDescription 14577;2020-09-06;Duplo;60710;Latest Campaign;Kids;Boys;Global;Ongoing;203;114
AID14578;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14578;AssetName 14578;AssetDescription 14578;2020-09-07;Single;60710;Latest Campaign;Kids;Girls;Global;Ongoing;203;114
AID14579;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14579;AssetName 14579;AssetDescription 14579;2020-09-08;Duplo;60710;Latest Campaign;Kids;Boys;Global;Ongoing;203;114
AID14580;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14580;AssetName 14580;AssetDescription 14580;2020-09-09;Duplo;60710;Latest Campaign;Kids;Boys;Global;Ongoing;203;114
AID14581;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14581;AssetName 14581;AssetDescription 14581;2020-09-10;Single;60710;Latest Campaign;Kids;Girls;Global;Ongoing;203;114
AID14582;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14582;AssetName 14582;AssetDescription 14582;2020-09-11;Duplo;60710;Latest Campaign;Kids;Boys;Global;Ongoing;203;114
AID14583;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14583;AssetName 14583;AssetDescription 14583;2020-09-12;Single;60710;Previous Campaing;Kids;Girls;Global;Ongoing;203;114
AID14584;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14584;AssetName 14584;AssetDescription 14584;2020-09-13;Duplo;60710;Previous Campaing;Kids;Boys;Global;Ongoing;203;114
AID14585;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14585;AssetName 14585;AssetDescription 14585;2020-09-14;Single;60710;Previous Campaing;Kids;Girls;Global;Ongoing;203;114
AID14586;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14586;AssetName 14586;AssetDescription 14586;2020-09-15;Duplo;60710;Previous Campaing;Kids;Boys;Global;Ongoing;203;114
AID14587;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14587;AssetName 14587;AssetDescription 14587;2020-09-16;Duplo;60710;Previous Campaing;Kids;Boys;Global;Ongoing;203;114
AID14588;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14588;AssetName 14588;AssetDescription 14588;2020-09-17;Single;60710;Previous Campaing;Kids;Girls;Global;Ongoing;203;114
AID14589;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14589;AssetName 14589;AssetDescription 14589;2020-09-18;Duplo;60710;Previous Campaing;Kids;Boys;Global;Ongoing;203;114
AID14590;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14590;AssetName 14590;AssetDescription 14590;2020-09-19;Single;60710;Previous Campaing;Kids;Girls;Global;Ongoing;203;114
AID14591;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14591;AssetName 14591;AssetDescription 14591;2020-09-20;Duplo;60710;Previous Campaing;Kids;Boys;Global;Ongoing;203;114
AID14592;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14592;AssetName 14592;AssetDescription 14592;2020-09-21;Single;60710;Next;Kids;Girls;Global;Ongoing;203;114
AID14593;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14593;AssetName 14593;AssetDescription 14593;2020-09-22;Duplo;60710;Next;Kids;Boys;Global;Ongoing;203;114
AID14594;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14594;AssetName 14594;AssetDescription 14594;2020-09-23;Duplo;60710;Next;Kids;Boys;Global;Ongoing;203;114
AID14595;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14595;AssetName 14595;AssetDescription 14595;2020-09-24;Single;60710;Next;Kids;Girls;Global;Ongoing;204;114
AID14596;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14596;AssetName 14596;AssetDescription 14596;2020-09-25;Duplo;60710;Next;Kids;Boys;Global;Ongoing;204;114
AID14597;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14597;AssetName 14597;AssetDescription 14597;2020-09-26;Single;60710;Next;Kids;Girls;Global;Confidential;204;114
AID14598;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14598;AssetName 14598;AssetDescription 14598;2020-09-27;Duplo;60710;Next;Kids;Boys;Global;Confidential;204;114
AID14599;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14599;AssetName 14599;AssetDescription 14599;2020-09-28;Single;60710;Next;Kids;Girls;Global;Confidential;204;114
AID14600;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14600;AssetName 14600;AssetDescription 14600;2020-09-29;Duplo;60710;Campaign;Kids;Boys;Global;Confidential;204;115
AID14601;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14601;AssetName 14601;AssetDescription 14601;2020-09-30;Duplo;60710;Latest Campaign;Kids;Boys;Global;Confidential;204;115
AID14602;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14602;AssetName 14602;AssetDescription 14602;2020-10-01;Single;60710;Latest Campaign;Kids;Girls;Global;Confidential;204;115
AID14603;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14603;AssetName 14603;AssetDescription 14603;2020-10-02;Duplo;60710;Latest Campaign;Kids;Boys;Global;Confidential;204;115
AID14604;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14604;AssetName 14604;AssetDescription 14604;2020-10-03;Single;60710;Latest Campaign;Kids;Girls;Global;Confidential;204;115
AID14605;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14605;AssetName 14605;AssetDescription 14605;2020-10-04;Duplo;60710;Latest Campaign;Kids;Boys;Global;Confidential;204;115
AID14606;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14606;AssetName 14606;AssetDescription 14606;2020-10-05;Single;60710;Latest Campaign;Kids;Girls;Global;Confidential;204;115
AID14607;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14607;AssetName 14607;AssetDescription 14607;2020-10-06;Duplo;60710;Latest Campaign;Kids;Boys;Global;Confidential;204;115
AID14608;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14608;AssetName 14608;AssetDescription 14608;2020-10-07;Duplo;60710;Previous Campaing;Kids;Boys;Global;Confidential;204;115
AID14609;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14609;AssetName 14609;AssetDescription 14609;2020-10-08;Single;60710;Previous Campaing;Kids;Girls;Global;Confidential;204;115
AID14610;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14610;AssetName 14610;AssetDescription 14610;2020-10-09;Duplo;60710;Previous Campaing;Kids;Boys;Global;Confidential;204;115
AID14611;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14611;AssetName 14611;AssetDescription 14611;2020-10-10;Single;60710;Previous Campaing;Kids;Girls;Global;Confidential;204;115
AID14612;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14612;AssetName 14612;AssetDescription 14612;2020-10-11;Duplo;60710;Previous Campaing;Kids;Boys;Global;Confidential;204;115
AID14613;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14613;AssetName 14613;AssetDescription 14613;2020-10-12;Single;60710;Previous Campaing;Kids;Girls;Global;Confidential;204;115
AID14614;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14614;AssetName 14614;AssetDescription 14614;2020-10-13;Duplo;60710;Previous Campaing;Kids;Boys;Global;Confidential;204;115
AID14615;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14615;AssetName 14615;AssetDescription 14615;2020-10-14;Duplo;60710;Previous Campaing;Kids;Boys;Global;Confidential;204;115
AID14616;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14616;AssetName 14616;AssetDescription 14616;2020-10-15;Single;60710;Previous Campaing;Kids;Girls;Global;Confidential;204;115
AID14617;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14617;AssetName 14617;AssetDescription 14617;2020-10-16;Duplo;60710;Next;Kids;Boys;Global;Done;204;115
AID14618;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14618;AssetName 14618;AssetDescription 14618;2020-10-17;Single;60710;Next;Kids;Girls;Global;Done;204;115
AID14619;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14619;AssetName 14619;AssetDescription 14619;2020-10-18;Duplo;60710;Next;Kids;Boys;Global;Done;204;115
AID14620;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14620;AssetName 14620;AssetDescription 14620;2020-10-19;Single;60710;Next;Kids;Girls;Global;Done;204;115
AID14621;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14621;AssetName 14621;AssetDescription 14621;2020-10-20;Duplo;60710;Next;Kids;Boys;Global;Done;204;115
AID14622;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14622;AssetName 14622;AssetDescription 14622;2020-10-21;Duplo;60710;Next;Kids;Boys;Global;Done;204;115
AID14623;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14623;AssetName 14623;AssetDescription 14623;2020-10-22;Single;60710;Next;Kids;Girls;Global;Done;204;115
AID14624;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14624;AssetName 14624;AssetDescription 14624;2020-10-23;Duplo;60710;Next;Kids;Boys;Global;Done;204;115
AID14625;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14625;AssetName 14625;AssetDescription 14625;2020-10-24;Single;60710;Campaign;Kids;Girls;Global;Done;204;115
AID14626;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14626;AssetName 14626;AssetDescription 14626;2020-10-25;Duplo;60710;Latest Campaign;Kids;Boys;Global;Done;204;115
AID14627;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14627;AssetName 14627;AssetDescription 14627;2020-10-26;Single;60710;Latest Campaign;Kids;Girls;Global;Done;204;115
AID14628;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14628;AssetName 14628;AssetDescription 14628;2020-10-27;Duplo;60710;Latest Campaign;Kids;Boys;Global;Done;204;115
AID14629;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14629;AssetName 14629;AssetDescription 14629;2020-10-28;Duplo;60710;Latest Campaign;Kids;Boys;Global;Done;204;115
AID14630;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14630;AssetName 14630;AssetDescription 14630;2020-10-29;Single;60710;Latest Campaign;Kids;Girls;Global;Done;204;115
AID14631;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14631;AssetName 14631;AssetDescription 14631;2020-10-30;Duplo;60710;Latest Campaign;Kids;Boys;Global;Done;204;115
AID14632;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14632;AssetName 14632;AssetDescription 14632;2020-10-31;Single;60710;Latest Campaign;Kids;Girls;Global;Done;204;115
AID14633;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14633;AssetName 14633;AssetDescription 14633;2020-11-01;Duplo;60710;Previous Campaing;Kids;Boys;Global;Done;204;115
AID14634;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14634;AssetName 14634;AssetDescription 14634;2020-11-02;Single;60710;Previous Campaing;Kids;Girls;Global;Done;204;115
AID14635;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14635;AssetName 14635;AssetDescription 14635;2020-11-03;Duplo;60710;Previous Campaing;Kids;Boys;Global;Done;204;115
AID14636;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14636;AssetName 14636;AssetDescription 14636;2020-11-04;Duplo;60710;Previous Campaing;Kids;Boys;Global;Ongoing;204;115
AID14637;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14637;AssetName 14637;AssetDescription 14637;2020-11-05;Single;60710;Previous Campaing;Kids;Girls;Global;Ongoing;204;115
AID14638;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14638;AssetName 14638;AssetDescription 14638;2020-11-06;Duplo;60710;Previous Campaing;Kids;Boys;Global;Ongoing;204;115
AID14639;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14639;AssetName 14639;AssetDescription 14639;2020-11-07;Single;60710;Previous Campaing;Kids;Girls;Global;Ongoing;204;115
AID14640;https://lap.corp.internal.com/Detail/Asset.aspx?id=AID14640;AssetName 14640;AssetDescription 14640;2020-11-08;Duplo;60710;Previous Campaing;Kids;Boys;Global;Ongoing;204;115
